id,sla,overdue,x,y,type
101001062544,4.0,17.97,3051812.88,13804878.73,3.0
282603-101001114660,25.0,-29.99,3168156.42,13783532.18,3.0
11672275-101001114547,20.0,-19.0,3062675.95,13844214.62,3.0
11629247-101000986586,7.0,-1.81,3086012.45,13821911.35,3.0
16739-101001094018,1.0,-2.9,3095740.51797,13843979.64235,2.0
11604820-101000915244,30.0,-29.95,3140362.59,13870516.97,3.0
101001181570,4.0,-2.93,3122071.10446,13855578.927139997,3.0
11597242-101000896404,1.0,-0.83,3090581.2,13807403.14,3.0
18083-101001115280,1.0,-2.19,3109637.81012,13836992.815,2.0
101001104574,10.0,-2.94,3170143.53,13864307.59,3.0
11619060-101000956246,1.0,-0.17,3120487.29,13872377.19,3.0
11664955-101001090302,10.0,0.63,3081795.33,13828835.82,3.0
11619157-101000956567,21.0,-19.54,3118547.12,13853865.77,3.0
0-101001096722,180.0,-160.95,3103424.72,13888040.37,3.0
11655648-101001068521,3.0,-2.6,3116517.3615,13829329.58655,2.0
11626246-101000977779,1.0,-0.98,3119447.81,13829597.34,3.0
0-101001110762,176.0,-75.76,3091563.61,13881773.4,3.0
101001130314,24.0,-5.39,3117564.11,13852715.03,3.0
11701076-101001193038,35.0,-33.81,3122061.9388,13817050.62624,3.0
11618242-101000953589,1.0,-0.21,3081917.41,13796965.32,3.0
854454-101001085017,14.0,-11.77,3128146.25,13881093.12,3.0
101001051817,10.0,10.99,3107585.15,13796222.91,3.0
101001107760,4.0,-3.06,3048028.76,13808122.31,3.0
11649935-101001052346,15.0,-10.39,3143800.52,13885754.78,3.0
11625726-101000976346,18.0,-8.5,3128305.67,13784477.41,3.0
11603675-101000912428,1.0,-0.84,3142001.15,13878670.82,3.0
11689731-101001162380,18.0,-5.51,3202635.16119,13953629.62045,2.0
0-101000922771,176.0,-5.75,3124532.67,13797818.28,3.0
11692646-101001170004,15.0,-14.93,3127598.51467,13818575.99688,3.0
101001143563,7.0,-176.76,3071575.64,13854727.1,3.0
11644632-101001036595,14.0,-12.33,3165735.43,13788869.81,3.0
101000978703,29.0,-19.85,3114547.02,13840600.28,3.0
236496-101000937081,75.0,-179.95,3044829.23,13828576.62,3.0
101001130764,8.0,-9.81,3106504.59,13873309.28,3.0
101000922063,7.0,-5.98,3100953.26,13812015.63,3.0
11640992-101001023763,35.0,-34.23,3079695.83,13865177.53,3.0
11701865-101001194995,40.0,-39.06,3159037.09713,13786021.891379997,3.0
101001079205,7.0,-4.81,3110135.68,13865473.08,3.0
278089-101001030078,180.0,516.25,3131563.54,13798090.22,3.0
101001011661,12.0,-5.9,3105229.03,13856209.29,3.0
11618889-101000955694,20.0,-19.9,3043453.75,13835389.65,3.0
101001160673,12.0,3.16,3113504.44279,13837579.37849,3.0
11642471-101001028682,60.0,8.46,3095303.11,13812648.58,3.0
11698550-101001185947,8.0,9.77,3062561.79533,13863056.42268,3.0
101000912443,1.0,-2.98,3086516.23,13877590.91,3.0
101000968420,4.0,-3.12,3041441.5,13820906.36,3.0
101001167430,10.0,-8.75,3052101.90713,13809527.34043,3.0
11710859-101001218934,1.0,-0.92,3119323.67492,13881189.649859998,3.0
11694822-101001175930,1.0,-0.83,3129712.53406,13851876.53132,3.0
101001078659,10.0,-7.96,3094833.57,13880494.79,3.0
101000974807,180.0,165.94,3130557.41,13808931.0,3.0
101001074384,7.0,-0.96,3061721.8,13863015.03,3.0
0-101001117875,25.0,2.89,3043571.09,13815438.2,3.0
101001112460,21.0,-17.3,3113446.92,13858450.33,3.0
101001191966,14.0,-13.24,3097017.04696,13808494.74407,3.0
11676839-101001127351,15.0,-14.93,3086170.5,13871632.6,3.0
11654912-101001066267,15.0,-14.75,3136965.11,13863053.6,3.0
11632009-101000993993,14.0,-11.17,3126085.78,13861419.28,3.0
11685172-101001149520,40.0,-27.99,3047044.70235,13817359.87759,3.0
101001233799,10.0,-2.95,3093791.99042,13881005.722739998,3.0
101001232583,4.0,-1.23,3091859.19179,13789061.23635,3.0
101001061104,10.0,-6.18,3076450.95,13884538.37,3.0
101001191663,4.0,-1.77,3109303.05815,13858833.356979998,3.0
11637649-101001012480,30.0,-15.83,3108152.13,13821580.34,3.0
11649049-101001050086,2.0,-0.43,3043387.49,13829771.45,3.0
11609209-101000926721,30.0,-29.98,3141302.13,13917732.21,0.0
11639305-101001018194,30.0,-29.97,3083138.85,13882452.23,3.0
14920-101001065489,1.0,-2.94,3063702.14752,13818398.65145,2.0
11672477-101001115139,14.0,-6.4,3087219.53,13883089.83,3.0
11628831-101000985636,14.0,-13.3,3144683.62,13852776.52,3.0
101000914427,1.0,-0.85,3100658.75,13786412.81,3.0
101001059648,4.0,21.82,3073841.09,13804381.61,3.0
11636862-101001009612,15.0,-14.44,3091299.01,13862063.2,3.0
11589571-101000879208,30.0,-28.18,3141954.9,13843724.27,3.0
19806-101001147996,4.0,-1.92,3084002.85082,13829115.7166,2.0
11643722-101001033500,15.0,-14.53,3176587.73,13850841.66,3.0
11691581-101001167128,2.0,-1.22,3088507.02756,13789958.19781,3.0
101000976639,6.0,39.96,3078487.14,13819514.87,3.0
101000899143,4.0,-2.68,3113283.17,13859283.42,3.0
101001125827,4.0,-3.72,3062778.01,13837815.31,3.0
11687163-101001155022,3.0,-2.22,3141396.68031,13858528.50293,3.0
17602-101001107208,1.0,-2.72,3181857.46697,13954178.40275,2.0
276587-101001004744,30.0,795.99,3084973.83,13822702.36,3.0
101001051202,19.0,-19.06,3122689.56,13855056.24,3.0
11599701-101000902223,14.0,-13.19,3086811.67,13867847.59,3.0
101001137039,9.0,-7.0,3079364.82,13809406.29,3.0
11619084-101000956333,7.0,-6.68,3109119.04,13910814.2,3.0
11637443-101001011844,35.0,-32.95,3109987.79,13899949.16,3.0
11637452-101001011865,15.0,-14.94,3128861.08,13834104.35,3.0
824240-101001024297,14.0,-2.05,3090263.41,13835868.27,3.0
288908-101001173481,180.0,-92.81,3091996.2532,13884874.613619998,3.0
101000990177,7.0,-4.72,3067040.76,13827368.87,3.0
11593345-101000888030,1.0,-0.01,3067659.48,13816008.77,3.0
11603794-101000912755,40.0,-39.23,3106316.12,13864046.21,3.0
11649062-101001050117,14.0,-13.33,3176060.75,13955665.89,3.0
11656769-101001071831,35.0,-32.12,3052200.18,13803827.48,3.0
101001168962,4.0,-4.75,3113540.86923,13864279.63939,3.0
11706789-101001207915,30.0,-29.96,3120595.95781,13802456.489420002,3.0
11670198-101001109219,40.0,-38.9,3125667.39,13799805.23,3.0
101001160866,18.0,-12.25,3118734.97072,13833381.33209,3.0
101001167808,30.0,-35.92,3088735.32599,13830725.55132,3.0
101001112284,4.0,12.85,3134739.3,13853672.39,3.0
11714354-101001228208,15.0,-14.88,3061040.49752,13807053.51795,3.0
11673693-101001118811,35.0,-32.13,3106993.25,13823733.95,3.0
101001051309,7.0,-3.34,3124284.62,13794145.86,3.0
101000988417,21.0,-13.35,3149807.06,13875665.9,3.0
11681861-101001140545,18.0,-5.89,3106751.54,13910856.28,3.0
11704036-101001201404,2.0,-0.99,3157000.55396,13813545.67951,3.0
0-101001040273,25.0,47.76,3079038.36,13813618.02,3.0
11594038-101000889597,2.0,-1.78,3071919.39,13816889.65,3.0
11695096-101001176573,40.0,-36.0,3138524.00036,13858465.01716,3.0
281586-101001099307,180.0,-124.06,3118197.55709,13855707.44492,3.0
11652162-101001058356,7.0,-6.83,3143215.55,13884433.07,3.0
287562-101001170659,180.0,50.1,3120951.7025,13810597.40293,3.0
11649072-101001050149,30.0,-29.23,3046606.68,13834478.98,3.0
101000979130,10.0,-6.97,3105864.7,13837129.97,3.0
11657399-101001073756,2.0,-1.88,3125792.46,13797399.34,3.0
11628376-101000984026,15.0,-14.95,3092186.88,13827438.26,3.0
101001030193,14.0,-4.86,3080745.69,13819955.14,3.0
11600286-101000903777,40.0,-39.95,3127969.08,13800143.77,3.0
0-101000874133,180.0,172.01,3113698.38331,13838006.011900002,2.0
101000971217,24.0,25.11,3109715.08,13830580.47,3.0
274159-101000960548,176.0,510.1,3138521.67,13871048.17,3.0
11715111-101001230160,1.0,-0.86,3126665.83149,13806708.22468,3.0
11606231-101000918920,1.0,-0.28,3124171.78,13821941.0,3.0
11635983-101001006613,10.0,-3.93,3127599.25,13817766.48,3.0
101001022929,10.0,3.27,3143141.0,13847980.37,3.0
101001038247,4.0,-3.8,3140600.48,13838570.9,3.0
11593474-101000888396,1.0,-0.62,3127860.09,13810081.65,3.0
101001175564,21.0,-20.1,3140859.17155,13877655.69663,3.0
290379-101001221870,25.0,55.96,3111816.64564,13860288.05748,3.0
101001149223,14.0,-3.52,3104747.65,13843939.66,3.0
101000912206,18.0,-5.0,3117512.78,13826642.99,3.0
11634230-101001000931,18.0,-4.75,3077473.15014,13835656.76432,2.0
273595-101000917740,176.0,0.03,3133910.47,13812542.14,3.0
0-101001158900,180.0,-162.94,3110131.09521,13835360.66869,3.0
101001115475,4.0,1.98,3110066.38,13899127.92,3.0
11655514-101001068063,1.0,-0.9,3127642.98,13795148.7,3.0
277036-101001011998,176.0,-96.85,3098658.0,13789278.14,3.0
101001215520,4.0,-0.06,3079587.01489,13818047.20692,3.0
101001153716,4.0,-4.05,3104623.23582,13841464.71652,3.0
101001130208,4.0,-3.27,3148998.19,13807565.9,3.0
11597462-101000896900,40.0,-37.94,3150870.24,13817669.48,3.0
11619414-101000957358,15.0,34.7,3131780.63,13865922.27,3.0
101001134833,7.0,-178.93,3196060.4,13770326.47,3.0
11649922-101001052313,15.0,-13.03,3171673.31,13956365.72,3.0
275109-101000980892,180.0,703.07,3110406.87,13849581.2,3.0
101001093298,29.0,-26.88,3120611.22,13829165.94,3.0
101001020392,10.0,0.77,3106156.63,13785115.73,3.0
101001221202,4.0,-1.75,3123061.09559,13879414.1754,3.0
101000914379,12.0,-5.88,3097513.06,13778470.41,3.0
101001124436,21.0,-20.95,3130103.49,13817980.18,3.0
11628986-101000986077,15.0,-14.95,3132346.94,13869346.66,3.0
101001150045,14.0,-2.19,3139703.15516,13807362.99109,3.0
9845-101000979944,1.0,-1.7,3096264.68762,13861141.73591,2.0
0-101001116878,180.0,-173.97,3144942.8,13834128.28,3.0
101001101218,10.0,-7.0,3043594.44842,13827726.274179997,3.0
814171-101001001074,14.0,-8.18,3110061.06801,13831378.612060003,2.0
11662468-101001087972,15.0,-14.83,3151144.87,13844756.43,3.0
11694719-101001175668,1.0,-0.48,3124926.82054,13811464.54784,3.0
11704255-101001202055,15.0,10.06,3085997.12281,13821117.45341,3.0
11716598-101001233945,14.0,-13.05,3112461.89829,13837816.875059998,3.0
11681373-101001139158,40.0,-33.03,3099628.89,13836976.99,3.0
11704795-101001203707,1.0,-0.13,3156859.0736,13870927.088700002,3.0
101000889270,21.0,-20.32,3067386.99,13868011.3,3.0
101001070822,4.0,3.0,3120166.64,13834316.83,3.0
11656791-101001071892,35.0,-28.49,3057240.29,13847775.06,3.0
11668762-101001104803,1.0,-2.96,3063954.3,13840903.82,3.0
11671354-101001112426,20.0,-19.11,3086645.49,13804279.86,3.0
7018-101000928508,1.0,-2.59,3108479.94582,13834811.96321,2.0
283583-101001067311,176.0,455.48,3120051.37,13851328.43,3.0
101001201204,29.0,-20.32,3155480.65477,13874523.772780003,3.0
11661338-101001084891,40.0,-15.66,3076873.08,13829854.69,3.0
101000951289,24.0,-2.79,3109202.98,13834295.69,3.0
247510-101001105337,51.0,-176.35,3111677.34,13866333.59,3.0
101001112995,4.0,-0.94,3112437.34,13876206.69,3.0
11660523-101001082906,30.0,-6.02,3097931.22,13816262.84,3.0
101000925691,4.0,-0.11,3077366.31,13881366.93,3.0
11617404-101000951154,3.0,-2.74,3148591.38,13822037.56,3.0
101001078027,7.0,3.13,3109138.93,13882353.29,3.0
101000924959,10.0,-6.77,3125176.92,13833931.12,3.0
11623239-101000968787,21.0,-19.53,3108350.39,13844603.1,3.0
101000989334,7.0,-0.09,3147632.54,13825213.93,3.0
11702573-101001197192,14.0,-13.78,3097141.22552,13828927.033260003,3.0
101000925462,4.0,-0.24,3089908.95,13782441.17,3.0
11637817-101001013075,15.0,-14.84,3109316.82,13845231.76,3.0
792709-101000953853,14.0,-12.07,3077715.67286,13789889.40563,2.0
282126-101001092959,180.0,-101.86,3134787.73,13849762.68,3.0
101001087379,10.0,2.47,3116733.6,13824084.11,3.0
11624056-101000971400,2.0,-1.78,3130525.0,13805477.54,3.0
101000927721,21.0,-0.01,3042699.27,13806706.3,5.0
11688364-101001158282,15.0,-14.68,3133361.73772,13809203.870940002,3.0
11591225-101000883113,2.0,-0.92,3137672.81,13924665.74,3.0
101001064254,24.0,-5.26,3160426.31,13877265.19,3.0
101001109899,10.0,-9.03,3135238.07,13867121.55,3.0
11633070-101000997528,15.0,-14.8,3139985.39,13804248.96,3.0
11613100-101000938219,14.0,-11.93,3051001.93,13822580.98,3.0
11647297-101001045104,14.0,-10.12,3082941.71,13855611.91,3.0
11670163-101001109118,20.0,-19.26,3043728.52,13836643.09,3.0
101001122204,10.0,-9.1,3140159.02,13809919.24,3.0
11681618-101001139917,40.0,-39.3,3090816.33,13806815.68,3.0
7597-101000938884,1.0,-2.81,3107956.49498,13853668.13776,2.0
11609187-101000926679,1.0,-0.72,3163495.85,13874943.47,3.0
101000875960,7.0,-0.86,3104755.71,13844279.48,3.0
11706118-101001206304,40.0,-38.19,3139895.22859,13826836.63751,3.0
11690738-101001165101,15.0,-14.98,3156215.81997,13834893.598099997,3.0
18638-101001125417,4.0,-3.23,3106340.87047,13844048.35837,2.0
101001127610,5.0,-16.08,3145382.47,13833808.59,3.0
11708452-101001212616,14.0,-13.91,3058895.49755,13857334.793699998,3.0
22203-101001190011,1.0,-2.81,3115562.74807,13829229.65896,2.0
11650778-101001054443,14.0,-13.91,3131493.85,13797706.25,3.0
11681228-101001138780,15.0,-14.48,3130630.9,13903233.9,3.0
11635874-101001006169,40.0,-35.76,3134353.1,13835905.25,3.0
11678232-101001130964,14.0,-7.09,3078387.81,13887080.49,3.0
278522-101001012694,180.0,575.12,3118990.48,13816083.21,3.0
11606433-101000919334,1.0,-0.1,3054740.27,13822243.26,3.0
11605585-101000917249,1.0,-0.77,3148592.13,13817729.74,3.0
101001081245,7.0,-6.36,3132929.81,13855340.6,3.0
101000877208,4.0,-0.81,3140719.53,13915623.36,3.0
101000980298,10.0,-8.78,3133248.14,13830860.02,3.0
11636424-101001008125,18.0,-5.62,3206078.42655,13778953.856140003,2.0
101001175676,8.0,-179.6,3174948.14832,13852476.17973,3.0
101000945048,4.0,-0.02,3146715.55,13862650.6,3.0
11631045-101000990980,15.0,-14.97,3069425.1,13871216.64,3.0
101001164453,24.0,-7.88,3107318.13987,13859606.441059997,3.0
0-101001149787,180.0,-149.09,3126460.57666,13874218.229420003,3.0
11687707-101001156520,2.0,0.92,3033610.39392,13832747.15521,3.0
11698362-101001185368,7.0,-6.95,3102946.62401,13819095.10247,3.0
101000979199,6.0,1.98,3101541.78,13813775.48,3.0
101001142583,21.0,-20.96,3102487.5,13865649.87,3.0
11709588-101001215719,1.0,0.0,3068825.95046,13820374.19472,3.0
11677753-101001129732,40.0,-38.2,3087325.8,13811550.55,3.0
11615376-101000944964,40.0,-38.9,3091591.32,13777013.05,3.0
101000992269,10.0,-9.25,3136662.68,13869822.14,3.0
101001181469,10.0,-5.91,3124372.36791,13847852.06825,3.0
280108-101001065426,180.0,951.16,3145769.72,13861599.5,3.0
11644998-101001037829,10.0,13.25,3087767.56,13780857.92,3.0
11613208-101000938531,14.0,-13.98,3096302.4,13828205.03,3.0
11701278-101001193630,30.0,-29.93,3054984.31705,13821212.27212,3.0
11653756-101001062746,2.0,-1.12,3076561.1,13870504.02,3.0
101000907433,21.0,-20.9,3103097.74,13796278.94,3.0
11663626-101001090818,40.0,-39.93,3141554.11,13843029.54,3.0
101001166151,4.0,-2.99,3076663.60899,13810439.84287,3.0
251878-101001177366,51.0,-166.17,3132498.37364,13832377.50339,3.0
101001028658,10.0,-7.8,3112657.77,13833999.98,3.0
101000902833,12.0,-5.63,3094448.32,13798828.86,3.0
11691616-101001167221,15.0,-14.94,3087834.63586,13865972.97164,3.0
847669-101001069076,14.0,-11.29,3108748.00008,13833588.55613,2.0
101001175868,10.0,-9.98,3082400.75533,13797805.504620003,3.0
11655322-101001067468,7.0,-6.81,3141219.03,13872387.56,3.0
101001174207,4.0,-2.41,3143993.05045,13832573.72675,3.0
101001095710,10.0,-4.88,3078541.74,13800519.84,3.0
11643129-101001031259,40.0,-39.8,3095296.21,13795458.42,3.0
11690530-101001164724,14.0,-4.32,3110828.22669,13814953.34631,3.0
101001058333,10.0,-5.07,3097601.03,13882078.76,3.0
926985-101001227450,14.0,-4.05,3100468.79232,13834535.444140002,2.0
11616531-101000948302,1.0,-0.23,3089519.84,13812417.81,3.0
11692663-101001170050,7.0,-6.84,3080146.54756,13805806.48633,3.0
101000933222,7.0,-169.47,3085917.16,13827474.07,3.0
101001019854,14.0,-2.93,3162894.19,13799245.34,3.0
101000994124,7.0,-175.44,3063202.09,13818779.23,3.0
11647725-101001046442,2.0,-1.8,3135164.94,13809753.93,3.0
0-101001025419,153.0,-111.48,3084188.68,13832391.63,3.0
11617135-101000950320,14.0,-13.91,3159220.92,13818867.8,3.0
101000954241,21.0,-20.99,3105987.65,13858300.87,3.0
101001162583,21.0,-29.0,3112673.46578,13830858.80236,3.0
11623323-101000969060,1.0,-0.83,3111546.83,13876920.12,3.0
101000915713,7.0,5.75,3122687.37,13858652.62,3.0
0-101001136137,180.0,704.28,3090108.81,13778874.22,3.0
101001188680,24.0,10.65,3108395.82866,13790404.001379998,3.0
101001023921,29.0,-28.71,3065686.67,13805881.37,3.0
101001113353,14.0,-2.09,3124371.33,13798092.89,3.0
101000974825,14.0,1.94,3138764.36,13812209.04,3.0
11655154-101001067006,35.0,-29.25,3098068.7,13813277.53,3.0
101001119385,4.0,0.08,3133428.1,13854158.31,3.0
101001069041,7.0,-177.13,3139473.65,13818437.02,3.0
11626600-101000979061,1.0,-0.1,3102646.12921,13811196.488339998,3.0
101001055414,10.0,-5.91,3125093.77,13849778.96,3.0
11617650-101000951918,1.0,-0.04,3089220.84,13789403.95,3.0
281213-101001002820,180.0,80.74,3133326.36,13867834.29,3.0
0-101001036151,180.0,-122.6,3136128.13,13807474.13,3.0
11706196-101001206495,2.0,-1.74,3092799.76274,13776276.64381,3.0
101001040711,10.0,22.95,3069496.5,13803613.79,3.0
101000977700,10.0,-2.78,3120188.47,13871948.61,3.0
11656795-101001071914,15.0,-14.43,3111898.69,13850723.75,3.0
246515-101001095116,51.0,-179.0,3130549.02,13813132.94,3.0
11691060-101001165654,40.0,-39.97,3064354.66445,13878368.71259,3.0
277204-101000985045,180.0,-70.62,3061138.86,13854768.18,3.0
101000996855,4.0,-4.0,3120591.01,13819713.32,3.0
101000900811,7.0,-3.2,3126552.9,13785910.46,3.0
276684-101001010834,25.0,54.16,3115528.17,13857439.62,3.0
273561-101000885771,180.0,31.91,3087686.27,13790368.92,3.0
101001120476,14.0,-6.9,3104156.65,13846302.12,3.0
11631860-101000993594,2.0,-1.31,3168786.08,13785903.91,3.0
16367-101001088541,1.0,-2.8,3130143.81823,13877163.8746,2.0
101001062863,7.0,-177.05,3062606.69,13816408.0,3.0
0-101001064096,180.0,-92.94,3120113.55,13856462.09,3.0
11693505-101001172532,14.0,-12.03,3116245.88219,13879737.38243,3.0
101000946414,10.0,-7.11,3156996.85,13877200.57,3.0
11611609-101000933414,14.0,-12.78,3074040.27,13873020.29,3.0
11665563-101001096064,20.0,-12.04,3133775.12,13838843.56,3.0
11601524-101000906880,40.0,-39.28,3121465.13,13818594.88,3.0
11687692-101001156471,2.0,1.03,3140905.38044,13850813.11547,3.0
11711383-101001220135,14.0,-13.68,3125595.40877,13922177.66205,3.0
101001075613,4.0,-1.97,3125334.51,13797244.26,3.0
101001133313,10.0,-7.0,3122684.18,13805301.02,3.0
101001217931,7.0,10.78,3123506.88309,13870719.967059998,3.0
11635839-101001006076,7.0,-6.39,3090979.31,13883757.76,3.0
101000894330,14.0,-12.06,3105490.58,13842893.06,3.0
11668952-101001105459,40.0,-39.24,3110180.8,13850128.76,3.0
11630928-101000990616,14.0,-13.92,3097753.46,13812178.11,3.0
101000978236,12.0,0.99,3142741.53,13894211.84,3.0
101000888370,18.0,1.02,3119554.83,13843750.39,3.0
101000963149,4.0,1.27,3118819.42,13868789.76,3.0
11670677-101001110605,2.0,-1.78,3130854.05,13812558.94,3.0
11606845-101000920276,30.0,-27.79,3054629.52,13838690.07,3.0
19593-101001143587,1.0,-2.25,3111427.63234,13864443.28393,2.0
15781-101001077629,1.0,-2.77,3096765.0877,13855883.24987,2.0
101001037202,10.0,3.2,3098484.03,13914877.74,3.0
11587489-101000874546,15.0,-14.97,3089778.67,13782170.07,3.0
234724-101000893862,51.0,-174.18,3148013.57,13864434.57,3.0
11612846-101000937538,1.0,-0.29,3046392.38,13838372.15,3.0
11629521-101000987135,14.0,-13.39,3078550.12,13815224.74,3.0
11660494-101001082857,14.0,-12.04,3034351.34,13832174.08,3.0
11691899-101001168018,2.0,-0.99,3123505.80205,13821650.843420003,3.0
11715546-101001231221,15.0,-14.93,3171439.81609,13802478.84141,3.0
11711984-101001221696,1.0,-0.79,3066856.69882,13824184.89675,3.0
11602760-101000910021,35.0,-33.88,3083124.39,13812583.03,3.0
11644964-101001037726,14.0,-13.38,3051319.09,13846342.9,3.0
11615437-101000945215,15.0,-14.82,3083335.14,13840540.52,3.0
0-101001132410,180.0,-120.25,3167399.12,13803101.51,3.0
11647965-101001047204,40.0,-39.68,3062158.44,13836485.21,3.0
11587866-101000875495,20.0,-17.93,3050628.75,13837219.47,3.0
11661840-101001086357,35.0,-34.91,3082762.67,13837411.1,3.0
101001039285,10.0,1.31,3105718.44,13890870.81,3.0
285439-101001085869,25.0,88.81,3113949.19,13861609.57,3.0
11701379-101001193880,14.0,-11.1,3052017.43486,13851158.725020003,3.0
101001095053,4.0,2.35,3129862.62,13851536.68,3.0
11687610-101001156223,10.0,-2.03,3176122.63481,13782954.872579997,3.0
101000910432,21.0,-20.87,3125370.01,13878782.35,3.0
101001019730,21.0,-20.98,3142324.39,13885119.61,3.0
101001029759,4.0,-2.74,3104326.89,13846979.68,3.0
11690711-101001165055,15.0,-14.98,3108538.20404,13835524.23529,3.0
101001080843,4.0,-3.01,3131254.45,13867965.61,3.0
101000908889,4.0,-2.76,3109559.9,13833875.1,3.0
11667070-101001100264,18.0,-8.44,3086206.69391,13848752.5402,3.0
101001041089,7.0,-175.06,3056246.77,13814254.8,3.0
101000968770,11.0,-10.09,3072704.14,13814694.35,3.0
101000992117,12.0,-1.99,3139080.7,13880609.47,3.0
101000949262,4.0,-0.97,3161395.09,13815927.38,3.0
101000944487,1.0,-2.96,3169490.32,13951489.21,3.0
101001199105,10.0,-9.09,3143333.29225,13832445.86809,3.0
11641660-101001025952,15.0,-14.93,3124232.91,13797216.7,3.0
101001159121,14.0,-14.0,3080804.87302,13798239.56839,3.0
101001112588,14.0,2.96,3106464.81,13835457.44,3.0
101000997170,10.0,-8.84,3144609.59,13818349.16,3.0
101001029664,4.0,-2.59,3046202.46,13806793.17,3.0
0-101001114301,180.0,-72.79,3117836.17963,13845871.60312,2.0
101000939579,1.0,-2.99,3134435.15,13833024.19,3.0
11599317-101000901086,40.0,-37.04,3048111.17,13812833.96,3.0
0-101001022279,25.0,41.28,3137992.42,13807861.14,3.0
919592-101001210113,30.0,-23.15,3110225.80696,13788143.250659997,3.0
11612788-101000937382,14.0,-12.27,3046609.2,13806713.94,3.0
101001003156,4.0,-2.87,3050117.62,13804097.18,3.0
11699469-101001188152,40.0,-38.08,3098213.41169,13833217.40001,3.0
101001154363,4.0,-3.79,3085884.88648,13809817.82968,3.0
101001016225,180.0,233.67,3141761.93,13830023.62,3.0
6045-101000913358,4.0,-1.01,3147293.702,13819514.717340002,2.0
11675380-101001123496,7.0,-6.83,3050107.29,13840702.48,3.0
11681004-101001138114,30.0,-29.97,3091735.03,13806527.41,3.0
11619859-101000958852,1.0,-0.72,3131108.28,13815140.66,3.0
101000889742,14.0,1.26,3081695.98,13865087.96,3.0
11705807-101001205798,20.0,-19.83,3098431.0835,13833938.884460002,1.0
101000905991,7.0,5.03,3083706.59,13822049.62,3.0
0-101001222298,180.0,-202.23,3128676.8862,13812585.33005,3.0
0-101001068486,30.0,51.05,3122156.18,13866840.48,3.0
0-101001087668,180.0,-70.71,3117277.07,13881503.85,3.0
250622-101001157013,75.0,-146.17,3151905.01199,13789641.71452,3.0
0-101001064274,180.0,-107.02,3146891.61,13866836.93,3.0
101001010162,180.0,240.87,3158333.96,13818483.61,3.0
14913-101001065307,1.0,-2.91,3080942.96849,13814486.72137,2.0
101001142046,4.0,7.24,3079867.89,13874187.64,3.0
101001120914,12.0,2.05,3149876.94,13866421.99,3.0
101000966498,12.0,-4.16,3114278.07,13832137.94,3.0
101000921443,10.0,-2.69,3140012.13,13877883.8,3.0
101001163845,10.0,0.1,3133624.92945,13846233.68795,3.0
101001136498,30.0,-38.29,3123309.69,13839879.52,3.0
11686710-101001153795,14.0,-13.12,3082226.12215,13831595.70443,3.0
13184-101001034459,4.0,-3.94,3172101.617,13793565.25797,2.0
11603744-101000912625,14.0,-13.1,3120395.93,13815916.48,3.0
101001194723,10.0,-8.73,3169421.35195,13959565.903539997,3.0
101001229244,12.0,-5.86,3122753.07,13832166.24,3.0
11674922-101001122205,7.0,-6.85,3142147.75,13880118.66,3.0
101001118788,24.0,-7.96,3103767.9,13858364.71,3.0
101001053693,4.0,-0.31,3131786.27,13873028.32,3.0
806864-101000983683,14.0,-9.77,3100887.05,13909609.92,3.0
801178-101000969850,14.0,-4.39,3114443.96,13830372.94,3.0
101001081985,12.0,-4.15,3141821.98,13832944.95,3.0
101000906836,4.0,0.04,3092349.6,13862723.53,3.0
101001015823,7.0,-173.91,3073769.48,13823536.34,3.0
11716356-101001233246,10.0,-9.98,3065902.96089,13796849.66959,3.0
101001130504,7.0,-6.83,3098334.24,13820215.27,3.0
101001106349,7.0,-175.16,3092360.04,13860377.11,3.0
101001227891,4.0,0.06,3110404.1652,13831741.04305,3.0
0-101001185221,180.0,-169.01,3114148.1436,13831640.6758,3.0
101001144746,4.0,-2.34,3099688.54,13788142.72,3.0
101000902176,7.0,1.69,3089683.92,13881871.92,3.0
101001087789,21.0,-17.05,3089051.43,13843742.19,3.0
11592679-101000886262,20.0,-19.83,3099782.59,13889733.16,3.0
11635549-101001004994,7.0,-5.96,3103249.77419,13818762.10707,2.0
11695291-101001176996,2.0,-1.07,3108833.64701,13901159.67685,3.0
11634599-101001001961,2.0,-1.74,3149664.85,13843404.91,3.0
101001219566,10.0,-7.99,3133671.53631,13834837.40563,3.0
289281-101001215713,176.0,-437.99,3173346.4796,13793908.10395,3.0
101001005172,12.0,1.95,3176025.73,13849299.91,3.0
11595181-101000892049,35.0,-23.3,3072402.54,13821640.83,3.0
11619022-101000956127,14.0,-13.18,3133355.77,13836508.41,3.0
11712357-101001222808,40.0,-39.43,3199266.04489,13932781.97877,3.0
101001149244,4.0,-1.72,3087063.53078,13850288.23037,3.0
11652223-101001058565,2.0,-1.19,3164917.59,13852751.51,3.0
101001015578,12.0,-5.89,3077840.93,13784088.04,3.0
11638834-101001016425,15.0,-14.96,3108398.69,13835081.64,3.0
101001108412,11.0,-5.93,3100979.49,13817314.87,3.0
101001166464,7.0,-176.98,3120025.24307,13818925.587379998,3.0
101001089844,6.0,1.6,3100025.95,13786665.3,3.0
101001038790,14.0,-14.0,3040666.51,13824518.65,3.0
11657809-101001074987,40.0,-39.15,3098347.91,13807818.82,3.0
101001146358,10.0,-9.13,3095146.74,13784279.55,3.0
